No.,ID,ページ,語句,読み,正解の意味,例文,解説
410,vocab1300_p077_003,77,交渉,こうしょう,ある目的のために、当事者同士が話し合うこと,遊ぶ時間を少し増やせないか、母と交渉しました。,交渉は、ある目的のために、当事者同士が話し合うことです。
411,vocab1300_p077_004,77,おろそか,おろそか,いい加減に何かをする様子,テレビに夢中で、宿題がおろそかになりました。,おろそかは、いい加減に何かをする様子です。
412,vocab1300_p077_005,77,舌打ち,したうち,いらいらしたときに、舌を鳴らすこと,思い通りにいかなくても、舌打ちをするのはよくありません。,舌打ちは、いらいらしたときに、舌を鳴らすことです。
413,vocab1300_p077_006,77,鼻につく,はなにつく,うっとうしくて嫌に感じられること,妹の自慢話ばかり聞いていると、だんだん鼻についてきました。,鼻につくは、うっとうしくて嫌に感じられること、あきあきすることです。
414,vocab1300_p078_001,78,あっけにとられる,あっけにとられる,驚いて、思わず言葉を失うこと,手品が成功した瞬間、みんなはあっけにとられました。,あっけにとられるは、驚いて、思わず言葉を失うことです。
415,vocab1300_p078_002,78,おびただしい,おびただしい,数や量が非常に多いこと,海辺には、おびただしい数の小さな貝が落ちていました。,おびただしいは、数や量が非常に多いことです。
416,vocab1300_p078_003,78,身じろぎもしない,みじろぎもしない,体を少しも動かさず、じっとしていること,猫は物音を聞いて、身じろぎもしないで外を見ていました。,身じろぎもしないは、体を少しも動かさず、じっとしていることです。
417,vocab1300_p078_004,78,見返す,みかえす,自分を見下した相手に、以前より優れた自分を見せること,できないと言った人を見返すために、毎日練習しました。,見返すは、自分を見下した相手に、以前より優れた自分を見せることです。
418,vocab1300_p078_005,78,屁理屈,へりくつ,筋の通らない理屈,やらない理由を並べても、ただの屁理屈に聞こえました。,屁理屈は、筋の通らない理屈です。
419,vocab1300_p078_006,78,偉人,いじん,すばらしい仕事を成し遂げた人,この本には、国をよくした偉人の話がのっています。,偉人は、すばらしい仕事を成し遂げた人です。
420,vocab1300_p079_001,79,遠回し,とおまわし,それとなく相手に伝わるように言うこと,母は『そろそろ片づけたら』と遠回しに注意しました。,遠回しは、それとなく相手に伝わるように言うことです。
421,vocab1300_p079_002,79,敬意,けいい,尊敬する気持ち,お世話になった先生に、敬意をこめて手紙を書きました。,敬意は、尊敬する気持ちです。
422,vocab1300_p079_003,79,人騒がせ,ひとさわがせ,たいしたことではないのに、必要以上に大騒ぎすること,なくしたと思った本が机にあり、人騒がせな話でした。,人騒がせは、たいしたことではないのに、必要以上に大騒ぎすることです。
423,vocab1300_p079_004,79,選択,せんたく,たくさんの中から、自分の判断で何かを選ぶこと,たくさんの本の中から、読みたい一冊を選択しました。,選択は、たくさんの中から、自分の判断で何かを選ぶことです。
424,vocab1300_p079_005,79,水を打ったように,みずをうったように,たくさんの人たちが、しんと静まり返っている様子,先生が話し始めると、教室は水を打ったように静かになりました。,水を打ったようには、たくさんの人たちが、しんと静まり返っている様子です。
425,vocab1300_p079_006,79,互角,ごかく,力に差がないこと,二人の勝負は互角で、どちらが勝つか分かりませんでした。,互角は、力に差がないことです。
426,vocab1300_p080_001,80,生業,なりわい,生活をしていくための仕事,祖父は、野菜を作ることを生業にしてきました。,生業は、生活をしていくための仕事です。
427,vocab1300_p080_002,80,いざこざ,いざこざ,トラブル,二人の間でいざこざが起きたので、先生が話を聞きました。,いざこざは、トラブルのことです。
428,vocab1300_p080_003,80,糸口,いとぐち,何かを解決するときの手がかり,話し合いの中で、問題解決の糸口が見つかりました。,糸口は、何かを解決するときの手がかりです。
429,vocab1300_p080_004,80,丸く収まる,まるくおさまる,何の問題もなく、一件落着すること,みんなが少しずつゆずったので、けんかは丸く収まりました。,丸く収まるは、何の問題もなく、一件落着することです。
430,vocab1300_p080_005,80,野放し,のばなし,ほったらかしにすること,危ない遊びを野放しにすると、大けがにつながることがあります。,野放しは、ほったらかしにすることです。
431,vocab1300_p080_006,80,翻訳する,ほんやくする,他の言語に言い換えること,英語の手紙を日本語に翻訳しました。,翻訳するは、他の言語に言い換えることです。
